MeshSize,Compiler,NumberofVariables,VariableType,NumberofNodes,NumberofCores,Dim,Communication
0.0031061729823988623,0.0,0.0,1.0,0.0,0.0,0.0,6
0.0031061729823988623,0.0,0.33333333333333337,1.0,0.0,0.0,0.0,6
0.0031061729823988623,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.0,0.4,0.0,0.0,0.0,6
0.0031061729823988623,0.0,0.33333333333333337,0.4,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.6666666666666666,0.4,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.9999999999999999,0.4,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.33333333333333337,0.6000000000000001,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.6666666666666666,0.6000000000000001,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.9999999999999999,0.6000000000000001,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.0,0.8,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.33333333333333337,0.8,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.6666666666666666,0.8,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.9999999999999999,0.8,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.0,0.2,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.33333333333333337,0.2,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0
0.0031061729823988623,0.0,0.9999999999999999,0.2,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.0,1.0,0.0,0.0,0.0,6
0.0009595756378289873,0.0,0.33333333333333337,1.0,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.0,0.4,0.0,0.0,0.0,6
0.0009595756378289873,0.0,0.33333333333333337,0.4,0.0,0.0,0.0,6
0.0009595756378289873,0.0,0.6666666666666666,0.4,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.9999999999999999,0.4,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,6
0.0009595756378289873,0.0,0.33333333333333337,0.6000000000000001,0.0,0.0,0.0,6
0.0009595756378289873,0.0,0.6666666666666666,0.6000000000000001,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.9999999999999999,0.6000000000000001,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.0,0.8,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.33333333333333337,0.8,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.6666666666666666,0.8,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.9999999999999999,0.8,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.0,0.2,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.33333333333333337,0.2,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0
0.0009595756378289873,0.0,0.9999999999999999,0.2,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.0,1.0,0.0,0.0,0.0,6
0.0053551920325085175,0.0,0.33333333333333337,1.0,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.0,0.4,0.0,0.0,0.0,6
0.0053551920325085175,0.0,0.33333333333333337,0.4,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.6666666666666666,0.4,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.9999999999999999,0.4,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.33333333333333337,0.6000000000000001,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.6666666666666666,0.6000000000000001,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.9999999999999999,0.6000000000000001,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.0,0.8,0.0,0.0,0.0,6
0.0053551920325085175,0.0,0.33333333333333337,0.8,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.6666666666666666,0.8,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.9999999999999999,0.8,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.0,0.2,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.33333333333333337,0.2,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,0
0.0053551920325085175,0.0,0.9999999999999999,0.2,0.0,0.0,0.0,0
0.0013755955718445134,0.0,0.0,1.0,0.0,0.0,0.0,6
0.0013755955718445134,0.0,0.33333333333333337,1.0,0.0,0.0,0.0,0
0.0013755955718445134,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0
0.0013755955718445134,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0
0.0013755955718445134,0.0,0.0,0.4,0.0,0.0,0.0,6
0.0013755955718445134,0.0,0.33333333333333337,0.4,0.0,0.0,0.0,0
0.0013755955718445134,0.0,0.6666666666666666,0.4,0.0,0.0,0.0,0
